x,y,traffic
42,584,0.42507
43,584,0.514335
44,584,1.117147
45,584,0.626476
46,584,0.609273
47,584,1.020044
48,584,1.143684
49,584,1.749706
50,584,2.051734
51,584,0.399544
52,584,0.154668
53,584,0.209773
54,584,0.574689
55,584,0.273016
56,584,0.277838
57,584,0.183614
58,584,0.351475
59,584,0.322034
60,584,0.217508
61,584,0.926727
62,584,3.713148
63,584,20.216465
64,584,41.625824
65,584,147.989761
131,584,92.916206
132,584,75.185593
133,584,35.819534
134,584,361.678864
135,584,302.846405
136,584,664.697632
137,584,4.383613
138,584,2.707468
139,584,8.929949
140,584,31.121462
141,584,57.066368
581,584,6.855732
582,584,1.994049
583,584,1.045748
584,584,3.113563
585,584,4.383524
600,584,5.298257
719,584,40.508217
720,584,15.333544
721,584,7.213844
722,584,2.160104
723,584,18.708105
724,584,3.977833
725,584,5.080795
726,584,0.652262
770,584,5.332071
789,584,370.012909
823,584,45.353779
824,584,20.81934
825,584,1.800654
826,584,5.243587
827,584,3.876421
841,584,1.424829
842,584,298.121552
843,584,1.168729
844,584,1.463113
859,584,65.921715
860,584,21.152365
872,584,116.139893
873,584,48.351074
1078,584,10.742253
1081,584,2.089687
1082,584,1.973332
1083,584,1.254723
1084,584,2.727355
1381,584,5.306641
1405,584,9.126206
1406,584,24.126562
1407,584,17.510958
1408,584,14.684043
1409,584,17.54493
1410,584,16.979013
1411,584,13.664576
1412,584,12.381617
1413,584,20.560627
1530,584,2.505729
1531,584,1.250074
1532,584,3.919271
1533,584,3.040547
1534,584,5.11023
1535,584,15.683959
1536,584,10.038961
1537,584,5.912206
1543,584,0.55457
1545,584,2.358196
1546,584,3.886106
1547,584,0.626863
1554,584,4.340238
1555,584,2.930904
1556,584,4.257397
1562,584,1.708165
1591,584,5.316351
1592,584,2.864712
1652,584,249.894516
1873,584,50.476074
1874,584,26.420401
1875,584,30.557001
1876,584,52.980274
1910,584,39.11797
1915,584,3.066527
1916,584,128.169907
1917,584,364.063812
1926,584,26.466322
1927,584,64.011452
1928,584,66.623657
1936,584,3.00897
1937,584,2.219731
1938,584,3.522339
1939,584,6.026425
1940,584,9.305626
1941,584,14.796039
1942,584,53.784382
1943,584,49.815685
1944,584,26.097168
1945,584,14.110405
1946,584,22.064274
1947,584,33.125015
1948,584,68.014206
1949,584,165.024582
1950,584,37.855896
1951,584,31.28997
1952,584,18.381559
1953,584,14.13779
1954,584,10.149427
1955,584,6.456384
1956,584,6.107651
1957,584,5.81083
1958,584,5.880855
1959,584,3.956021
1960,584,18.655861
1961,584,7.002881
1962,584,2.851351
1982,584,1.525666
1983,584,1.125598
2152,584,5.512213
2153,584,4.444594
2154,584,4.198063
2155,584,7.765755
2156,584,11.333498
2157,584,6.602118
2158,584,12.392364
2159,584,4.563971
2160,584,4.997044
2161,584,7.869156
2162,584,26.609438
2163,584,19.223633
2164,584,29.885048
2165,584,46.48859
2206,584,10.254305
2207,584,15.409222
2222,584,32.328682
2223,584,169.713654
2478,584,1.861334
2484,584,77.408745
2485,584,150.725845
1905,2172,36.356758
1932,2172,11.648862
1934,2172,13.124702
1935,2172,12.479713
1938,2172,27.46719
1942,2172,114.034279
1943,2172,37.653008
1944,2172,174.263626
1945,2172,26.476341
1946,2172,0.230241
1949,2172,103.233536
1952,2172,10.765761
1953,2172,0.179723
1954,2172,0.289474
1957,2172,0.140992
1958,2172,2.22433
1963,2172,0.431137
1964,2172,0.431137
1965,2172,0.501617
1971,2172,289.118744
1972,2172,0.320716
1973,2172,0.572129
1974,2172,0.572129
1975,2172,0.925237
1998,2172,14.689415
1999,2172,4.39292
2000,2172,2.691823
2001,2172,2.405085
2002,2172,1.455355
2003,2172,2.869403
2004,2172,8.793722
2005,2172,17.086269
2030,2172,269.570465
2091,2172,25.068752
2092,2172,24.533245
2093,2172,38.846127
2094,2172,23.317932
2236,2172,49.414177
2407,2172,0.5375
1368,1850,1506.869995
1541,1537,0.150929
1542,1537,0.208941
1545,1537,0.150929
1547,1537,0.150929
1548,1537,0.206396
1555,1537,0.150929
1558,1537,0.150929
1576,1537,0.150929
1577,1537,0.150929
1580,1537,8.599047
35,906,6.136895
36,906,4.538085
59,906,2.364829
65,906,0.262392
66,906,0.504351
67,906,0.112266
68,906,0.712873
69,906,2.07353
81,906,2.43225
82,906,1.848705
83,906,4.316325
84,906,1.003007
85,906,9.065931
86,906,2.190159
114,906,1.537248
1759,1537,17.182426
164,906,2.492756
165,906,9.861502
166,906,1.377719
167,906,4.064276
168,906,2.174916
169,906,2.56828
170,906,3.057388
171,906,2.453633
172,906,1.319597
173,906,1.982965
174,906,3.916445
175,906,6.977529
176,906,0.97101
177,906,0.446389
178,906,0.746779
179,906,0.877989
180,906,0.357341
181,906,1.057002
183,906,0.274394
184,906,0.268937
186,906,2.387588
187,906,0.866756
188,906,0.718495
191,906,4.132267
192,906,1.016555
193,906,0.387561
194,906,0.066751
197,906,1.24685
198,906,1.602766
199,906,0.214093
200,906,0.057194
201,906,0.091386
203,906,0.106164
204,906,0.228241
205,906,0.023509
206,906,0.02311
207,906,0.021158
208,906,0.026749
209,906,0.325656
210,906,0.030824
211,906,0.028148
212,906,0.040502
213,906,0.032431
214,906,0.062785
215,906,2.538013
217,906,0.088762
218,906,0.082833
219,906,0.044886
220,906,0.043803
221,906,0.073136
222,906,0.776731
223,906,1.499213
225,906,0.730977
226,906,0.022663
227,906,0.01286
228,906,0.068544
241,906,0.135489
242,906,0.15521
243,906,0.156754
244,906,0.156754
245,906,0.156754
246,906,0.156754
254,906,0.227402
255,906,0.271402
256,906,0.300953
257,906,0.340017
258,906,0.29377
259,906,0.268103
260,906,1.279154
274,906,2.552279
275,906,2.550402
276,906,2.521702
1935,1537,65.684525
277,906,2.494694
278,906,3.414526
1943,1537,8.892633
291,906,10.319957
292,906,8.790942
1979,1537,135.271652
300,906,58.115105
301,906,32.425522
2008,1537,18.031572
2009,1537,59.41198
2014,1537,856.505493
619,906,27.426151
2334,1537,11.565967
2338,1537,167.354721
2339,1537,236.395844
2345,1537,161.875671
2346,1537,301.494263
690,906,0.653518
691,906,1.311252
692,906,2.311372
693,906,1.564962
694,906,1.259795
695,906,1.349059
696,906,1.090632
697,906,1.090632
698,906,1.017948
699,906,1.078701
700,906,1.069073
739,906,3.948378
761,906,32.311035
762,906,9.233185
763,906,9.490304
764,906,2.344547
765,906,0.693844
766,906,0.214185
767,906,0.174674
768,906,0.355599
769,906,0.11128
770,906,0.028571
771,906,0.028571
772,906,0.028571
773,906,0.126132
774,906,0.11128
775,906,0.230599
776,906,0.209596
2400,1537,149.274521
777,906,0.121324
778,906,0.14205
779,906,0.108121
780,906,0.09587
781,906,0.04709
782,906,0.04709
2401,1537,64.652306
2402,1537,37.922211
2403,1537,67.860046
783,906,0.081019
784,906,0.018519
785,906,0.086325
786,906,0.078388
787,906,0.078388
788,906,0.331638
789,906,0.135931
790,906,0.152
791,906,0.620387
792,906,0.824091
793,906,2.211294
794,906,0.535695
795,906,0.970695
796,906,1.669728
797,906,1.983023
798,906,1.206548
799,906,0.073207
800,906,0.06909
801,906,0.078167
2436,1537,43.991383
2437,1537,58.850639
852,906,7.463942
853,906,7.206625
854,906,11.212898
855,906,18.523998
856,906,18.110077
857,906,0.020513
858,906,0.020513
859,906,0.020513
860,906,0.015789
2445,1537,70.736862
2446,1537,33.315022
2447,1537,27.527901
2448,1537,5.027017
2449,1537,16.577076
879,906,0.020258
2450,1537,0.990949
2451,1537,0.874741
888,906,32.531746
889,906,33.235374
2463,1537,13.886425
2464,1537,9.218449
2465,1537,3.632871
2466,1537,5.12917
2467,1537,1.799816
2468,1537,1.305782
2469,1537,0.59781
2470,1537,2.778699
1182,906,2.15097
1274,906,28.843008
1276,906,43.13987
1277,906,31.072386
1281,906,3.288305
1282,906,4.307831
1283,906,3.293818
1284,906,9.432291
1286,906,6.604282
1308,906,2.174488
1855,906,27.96909
1856,906,31.289982
2246,1220,1.126534
2247,1220,1.047108
1869,906,1.96482
1870,906,2.942316
1871,906,2.942316
1872,906,2.942316
1873,906,2.881703
1874,906,2.881703
1875,906,2.881703
1876,906,2.881703
1878,906,2.942316
1879,906,0.560417
2248,1220,1.233362
2249,1220,1.787579
2250,1220,2.4647
2251,1220,7.505314
2252,1220,12.409715
1888,906,0.422566
1889,906,0.106922
1894,906,0.230246
2253,1220,40.980076
1911,906,0.160731
2175,906,22.395506
2184,906,6.581123
2185,906,4.684405
2186,906,12.84507
2187,906,70.485626
2324,906,94.134041
469,269,1.320642
470,269,0.149817
471,269,0.005566
472,269,0.005195
473,269,4.55703
474,269,0.420598
475,269,0.416869
476,269,1.033608
477,269,1.213909
478,269,6.207845
504,269,0.023795
505,269,0.024035
506,269,0.002825
508,269,0.006579
509,269,0.064516
510,269,0.037815
511,269,0.096777
512,269,1.18593
513,269,0.633693
524,269,0.051301
525,269,0.004658
527,269,0.018122
528,269,0.004608
529,269,0.01982
530,269,0.009009
531,269,0.011494
532,269,0.025
539,269,1
542,269,0.08
543,269,0.16
544,269,0.08
546,269,219.055557
547,269,0.142857
548,269,0.454545
550,269,1.227307
551,269,0.178866
552,269,0.152735
553,269,1.289582
554,269,0.199308
555,269,0.121597
556,269,0.274312
557,269,0.490281
558,269,0.366339
559,269,1.284335
560,269,0.054054
561,269,2.104499
609,269,5.362939
610,269,1.67646
611,269,0.738636
612,269,0.585514
613,269,0.151138
614,269,0.2
615,269,0.256435
616,269,0.529882
617,269,0.531072
618,269,0.386648
624,269,1.810766
625,269,0.154453
626,269,0.938754
627,269,0.740794
710,269,46.902225
711,269,36.264347
712,269,58.583984
713,269,47.477299
714,269,54.87141
715,269,22.746254
716,269,20.191572
721,269,184.974152
722,269,88.277641
723,269,3.962116
1039,269,14.977865
1041,269,0.173155
1042,269,0.280981
1043,269,2.059416
1531,269,84.01902
1568,269,19.58239
1569,269,42.487259
1570,269,11.179914
1674,269,15.401592
1675,269,14.230347
1678,269,26.044502
1679,269,57.113899
1690,269,388.830048
1691,269,270.895905
1692,269,455.83078
1693,269,525.148804
1694,269,843.903809
1720,269,11.162384
1721,269,1.181034
1722,269,1.416249
1723,269,1.090166
1725,269,0.003937
1726,269,1.561656
1727,269,11.976986
1793,269,67.974907
1794,269,29.352398
1795,269,1.148147
1796,269,0.39009
1797,269,0.353225
1798,269,0.585709
1799,269,2.618849
1800,269,3.515788
1801,269,0.642548
1802,269,1.12932
1803,269,0.148764
1804,269,0.355395
1805,269,0.206974
1806,269,1.378448
1807,269,0.128232
1808,269,0.944644
1809,269,1.092236
1810,269,1.567765
1811,269,0.783334
1812,269,0.727207
1813,269,3.337978
1854,269,2.333679
1855,269,5.758903
1856,269,20.044085
1857,269,24.770382
2244,269,0.099257
2246,269,0.267909
2247,269,0.678281
2249,269,2.519317
2279,269,3.182364
2280,269,1.448037
2281,269,1.216795
2282,269,0.115685
2283,269,0.927294
2284,269,0.129495
2304,269,6.037886
2312,269,6.417308
2315,269,20.139128
2316,269,18.186506
2321,269,4.043258
2358,269,2.986693
2433,269,25.671282
2437,269,23.738634
2438,269,13.586901
2439,269,16.049093
1864,2173,12.818993
1893,2173,2.940304
1894,2173,1.538462
1932,2173,10.739906
1938,2173,27.158489
1940,2173,0.140992
1946,2173,20.509968
1947,2173,65.476059
1948,2173,102.556885
1949,2173,69.587997
1951,2173,0.501617
1952,2173,3.508059
1953,2173,3.508059
1954,2173,0.289474
1956,2173,2.28828
1957,2173,3.090498
1958,2173,0.501617
1962,2173,6.201164
1963,2173,0.140992
1964,2173,0.501617
1966,2173,0.784245
1967,2173,0.784245
1968,2173,0.501617
1971,2173,200.358704
1972,2173,1.215382
1977,2173,13.224846
1978,2173,16.226534
1983,2173,0.289474
1984,2173,0.140992
1985,2173,0.140992
1990,2173,0.057692
1998,2173,27.762589
1999,2173,4.312865
2000,2173,2.477552
2001,2173,0.574835
2002,2173,0.931892
2003,2173,3.809658
2087,2173,47.193035
2090,2173,1.459375
2091,2173,14.281301
2092,2173,1.020671
2093,2173,87.220016
2222,2173,19.623466
2470,2173,14.767927
1155,1851,723.812683
1156,1851,796.469666
1157,1851,780.534851
1158,1851,845.435425
1159,1851,845.435425
1160,1851,926.705139
1161,1851,1186.799072
1162,1851,1300.477173
1163,1851,1430.524048
1164,1851,1430.524048
245,2493,0.564103
246,2493,2.342434
318,2493,265.524078
319,2493,9.835217
320,2493,11.268576
321,2493,13.189473
322,2493,12.822739
323,2493,12.429807
324,2493,18.617073
327,2493,10.476023
357,2493,42.668674
371,2493,7.06027
372,2493,33.079891
702,2493,8.839802
703,2493,141.148193
704,2493,50.7952
708,2493,50.612778
709,2493,50.612778
710,2493,27.260235
748,2493,0.618483
749,2493,28.530636
898,2493,52.685169
950,2493,19.215225
1491,1538,256.029358
59,907,2.253964
66,907,1.593725
67,907,0.253335
68,907,0.341684
69,907,0.205178
70,907,0.766204
71,907,1.164337
1539,1538,0.208941
1542,1538,0.208941
1544,1538,0.150929
1547,1538,0.150929
83,907,1.677929
84,907,1.748524
85,907,2.154171
86,907,11.504755
87,907,14.971004
1562,1538,0.208941
1330,2493,13.44043
1577,1538,0.206396
1578,1538,0.358987
1579,1538,8.599047
1583,1538,4.553536
128,907,2.527684
0,1221,64.878532
132,907,7.131209
1,1221,15.493476
2,1221,35.52541
163,907,1.337941
164,907,1.103937
165,907,7.181001
166,907,1.258699
167,907,1.213446
168,907,1.753841
169,907,0.682071
170,907,0.650087
171,907,0.390118
172,907,0.224877
173,907,0.236706
174,907,0.184159
175,907,0.198516
176,907,0.139087
177,907,0.043564
178,907,0.566274
179,907,0.562888
180,907,0.120972
181,907,1.735375
183,907,0.418424
184,907,0.118286
186,907,3.699789
187,907,0.866756
188,907,0.278149
191,907,2.522846
192,907,1.031604
193,907,0.130873
194,907,0.066751
197,907,0.809358
198,907,1.585392
199,907,0.031144
200,907,0.057194
201,907,0.111576
203,907,0.102748
204,907,0.049675
205,907,0.023509
206,907,0.02311
207,907,0.021158
208,907,0.026749
209,907,0.652933
210,907,0.030071
211,907,0.02311
212,907,0.045539
213,907,0.032431
214,907,0.060355
215,907,2.488312
217,907,0.079372
218,907,0.082833
219,907,0.136361
220,907,0.109912
221,907,0.102323
223,907,1.678045
224,907,1.891758
225,907,0.656642
226,907,0.055093
227,907,0.021556
228,907,0.054499
249,907,0.127389
250,907,0.172881
254,907,0.484733
255,907,0.175714
256,907,0.191028
257,907,0.16825
258,907,0.324167
259,907,1.827926
260,907,2.287072
149,1221,0.205931
150,1221,0.137913
151,1221,0.139882
152,1221,0.135502
153,1221,0.135502
185,1221,0.153001
209,1221,1.743688
214,1221,5.997614
1628,2493,186.39476
1935,1538,0.392132
1737,2493,5.022305
1739,2493,2.309678
368,1221,33.668354
1787,2493,12.669181
1788,2493,15.613438
1789,2493,31.549034
423,1221,19.648436
1867,2493,54.806324
1879,2493,38.880196
1880,2493,7.673555
1882,2493,145.303101
1885,2493,139.754517
1887,2493,39.246094
1945,2493,0.010204
1946,2493,0.133362
1950,2493,0.280546
1951,2493,0.142609
1952,2493,0.091969
1954,2493,0.38316
1958,2493,0.065491
1959,2493,0.069769
1980,2493,1.48142
1985,2493,3.249582
1993,2493,19.615074
691,907,0.838425
692,907,0.846933
693,907,0.677308
2007,2493,3.99338
2008,2493,35.951633
2009,2493,49.490364
2011,2493,4.51074
2014,2493,3.360006
2015,2493,1.626865
2016,2493,2.834574
739,907,5.326222
2333,1538,37.988209
2335,1538,10.307549
2066,2493,14.929515
761,907,9.523933
762,907,13.889994
763,907,6.118805
764,907,2.580913
765,907,0.629362
2336,1538,17.378771
766,907,0.132982
767,907,0.047439
768,907,1.310539
769,907,0.980952
770,907,0.339286
771,907,0.233187
2339,1538,222.636627
772,907,0.108187
775,907,0.333333
776,907,1.528571
777,907,0.0964
778,907,0.104336
781,907,0.055556
783,907,0.083333
785,907,0.109387
786,907,0.109387
787,907,0.061553
788,907,0.652857
789,907,0.457027
790,907,1.105408
791,907,1.321932
792,907,2.653758
793,907,3.210859
794,907,6.863205
795,907,2.554782
796,907,12.5722
797,907,7.523608
798,907,5.586537
799,907,0.086194
800,907,0.055111
855,907,33.007236
856,907,8.879994
2182,2493,2.41592
2183,2493,0.716435
2184,2493,0.483198
2185,2493,0.479331
2436,1538,28.785229
2438,1538,36.071892
2439,1538,23.556623
2441,1538,13.226151
916,907,3.477746
917,907,3.262631
2442,1538,17.438244
2443,1538,19.816977
2444,1538,35.100758
2445,1538,46.024326
2446,1538,21.460081
2447,1538,33.563976
2448,1538,18.8249
2449,1538,18.420464
2450,1538,12.399044
2451,1538,2.956925
562,1221,91.02092
2463,1538,26.035591
2464,1538,18.670465
2465,1538,6.557009
2466,1538,7.479319
2467,1538,1.142857
2468,1538,0.322581
2469,1538,0.496377
2470,1538,0.698113
2361,2493,190.426041
2362,2493,102.809822
2363,2493,3.938547
2365,2493,11.352907
2366,2493,12.393928
2382,2493,8.397183
2383,2493,8.809585
2384,2493,46.835037
1131,907,2274.356445
1132,907,345.309143
2391,2493,1.154255
2392,2493,1.094232
2393,2493,1.595415
2394,2493,1.442575
2406,2493,0.988781
2449,2493,5.397735
2450,2493,7.738156
1163,907,158.036041
1164,907,130.332581
2467,2493,0.914915
1308,907,9.371929
1310,907,30.267727
1855,907,51.364883
1856,907,14.583038
1879,907,0.269768
1888,907,0.400529
1908,907,0.154337
1910,907,0.332742
1911,907,0.15038
1917,907,0.097433
1918,907,0.122297
1919,907,0.122297
1920,907,0.122297
1408,1221,200.19902
1409,1221,38.481682
1410,1221,19.279512
1411,1221,14.665382
1412,1221,10.411103
2175,907,36.355385
2183,907,7.581634
2184,907,2.381624
2185,907,8.180875
2219,907,67.33168
1683,1221,3.027578
1684,1221,2.49042
1686,1221,2.830994
1687,1221,5.004056
1688,1221,248.496185
1693,1221,12.641193
1725,1221,42.660114
1726,1221,136.854965
1727,1221,31.839651
2333,907,4.251424
2334,907,3.530775
2335,907,4.131011
2338,907,1.457124
2339,907,3.412591
2246,1221,0.671268
2247,1221,0.377683
2248,1221,0.870296
2249,1221,1.524572
2250,1221,3.012443
2251,1221,7.144041
2252,1221,14.197914
2253,1221,49.661659
66,270,179.792297
67,270,270.654358
2435,1221,55.022324
2438,1221,39.872765
2439,1221,54.171265
2440,1221,284.447388
441,270,0.106998
460,270,0.133249
461,270,0.133249
462,270,0.10922
463,270,0.10922
464,270,0.10922
469,270,1.320642
470,270,0.148854
471,270,0.005566
472,270,0.579291
473,270,0.923487
474,270,0.331417
475,270,0.411453
476,270,1.375374
477,270,1.333056
478,270,5.531676
501,270,0.416549
502,270,1.110344
503,270,0.004658
504,270,0.003241
505,270,0.024035
506,270,0.013514
508,270,0.006579
509,270,0.079222
510,270,0.060465
511,270,0.117047
512,270,1.394564
513,270,1.386633
514,270,0.178756
524,270,0.135076
525,270,0.098372
526,270,0.180675
527,270,0.018122
528,270,0.010811
529,270,0.006579
530,270,0.019048
531,270,0.023256
532,270,0.023256
538,270,0.08
545,270,0.0625
546,270,0.0625
547,270,289.142853
549,270,0.071429
551,270,0.347492
552,270,0.152809
553,270,0.152735
554,270,0.307456
555,270,0.147995
556,270,0.573778
557,270,26.011976
558,270,26.147608
559,270,27.931549
560,270,2.102662
561,270,0.555413
611,270,5.123022
612,270,1.779452
613,270,1.175258
614,270,0.820627
615,270,1.110926
616,270,1.583381
617,270,2.03762
618,270,1.363067
623,270,1.407788
624,270,0.342166
625,270,1.222037
626,270,0.58444
627,270,0.405582
628,270,0.354699
629,270,0.238078
630,270,1.010529
631,270,0.72084
632,270,0.72084
714,270,57.373398
715,270,71.237183
716,270,47.352299
722,270,77.912888
723,270,35.039986
724,270,6.176067
1041,270,2.100029
1042,270,1.705228
1285,270,6.911546
1317,270,15.155717
1318,270,60.722794
1319,270,61.002571
1320,270,58.581657
1349,270,28.226805
35,585,239.98671
36,585,54.520134
37,585,15.490817
38,585,4.332655
39,585,3.276608
40,585,0.61975
41,585,0.634298
42,585,2.287441
43,585,1.413109
44,585,1.661177
45,585,2.697085
46,585,2.509652
47,585,2.502185
48,585,5.858693
1531,270,31.15103
1532,270,23.721037
49,585,8.785299
50,585,8.974136
51,585,4.522067
52,585,1.193639
53,585,0.36546
54,585,0.725576
55,585,0.770461
56,585,0.379704
57,585,1.005526
58,585,1.03253
59,585,1.03253
60,585,0.812001
61,585,1.92046
62,585,2.862657
63,585,20.406994
64,585,52.629181
65,585,165.638123
107,585,104.963013
131,585,43.985233
132,585,8.502111
133,585,240.977356
134,585,579.409607
135,585,516.881104
136,585,196.541672
137,585,4.813854
138,585,4.440359
139,585,12.84303
140,585,28.669344
223,585,135.878937
224,585,126.946266
1720,270,43.620041
1721,270,16.894384
1726,270,0.70667
1727,270,8.179825
1794,270,6.29919
1795,270,4.00526
1796,270,1.158524
1797,270,1.619095
1798,270,2.604177
1799,270,3.616859
1800,270,4.669403
1801,270,3.040504
1802,270,2.862664
1804,270,0.330021
1805,270,1.088657
1806,270,0.459097
1807,270,0.3569
1808,270,1.07176
1809,270,1.145006
1810,270,1.532016
1811,270,0.645623
1812,270,6.588181
434,585,83.230766
435,585,10.9786
436,585,4.855386
1855,270,26.48403
1856,270,11.941619
581,585,5.644727
582,585,2.011658
583,585,1.903105
584,585,0.819283
600,585,5.298257
719,585,42.643524
720,585,6.865508
721,585,3.68679
722,585,0.231762
723,585,0.136218
724,585,0.072036
725,585,0.072036
726,585,0.093023
823,585,13.891993
824,585,4.726851
825,585,139.642273
826,585,1.645211
827,585,1.359837
841,585,3.086345
842,585,1.283425
843,585,1.388278
844,585,2.670233
859,585,57.991413
860,585,24.589045
2167,270,1.485876
2273,270,2.550068
2276,270,2.743773
2277,270,0.341029
2278,270,1.662874
2280,270,0.247152
2281,270,3.404203
2282,270,0.136553
2283,270,0.739421
2292,270,33.260777
2293,270,65.35582
2294,270,11.548948
2295,270,5.876978
2304,270,73.166252
1078,585,10.259436
1079,585,13.583218
1080,585,8.443263
1081,585,8.245054
1082,585,12.082727
1083,585,22.778107
1084,585,1.430175
2312,270,9.72656
2314,270,17.226809
2315,270,12.232985
2316,270,24.386181
2321,270,3.887688
2358,270,3.328418
2433,270,23.146368
2434,270,18.075726
2435,270,13.885663
1394,585,0.478816
1395,585,2.31801
1400,585,94.096191
1401,585,91.897552
1402,585,135.765579
1403,585,38.319771
1404,585,27.536455
1405,585,31.61017
1406,585,37.974449
1407,585,33.131226
1408,585,5.987805
1409,585,10.530689
1410,585,9.597947
1418,585,15.423579
1501,585,4.669547
1532,585,10.410198
1536,585,10.933046
1650,585,123.576248
1651,585,53.162891
1652,585,46.611355
1810,585,112.139526
1873,585,61.168716
1874,585,39.985737
1875,585,58.877533
1876,585,53.699245
1937,585,0.737237
1938,585,5.939915
1939,585,1.42427
1940,585,2.055422
1941,585,1.423796
1942,585,5.821321
1943,585,5.209655
1944,585,1.262433
1945,585,0.266661
1946,585,0.266661
1947,585,0.248013
1948,585,0.105832
1949,585,0.392854
1950,585,8.500508
1951,585,5.590434
1952,585,0.137067
1953,585,0.110518
1954,585,0.110518
1955,585,0.524815
1956,585,0.177234
1957,585,1.58434
1958,585,2.951503
1959,585,3.102005
1960,585,2.025768
1961,585,5.495009
1962,585,9.875774
2022,585,10.157159
2023,585,13.830682
2155,585,5.624766
2156,585,5.686292
2157,585,3.233663
2158,585,3.033309
2159,585,2.900103
2160,585,5.557293
2161,585,8.227453
2162,585,8.05022
2163,585,14.406419
2164,585,64.376953
2165,585,19.806671
2447,585,23.196371
2478,585,11.424523
2483,585,87.917038
2484,585,270.945374
244,2494,0.164179
245,2494,1.556287
246,2494,8.818275
247,2494,7.070395
249,2494,10.055107
250,2494,13.516005
251,2494,14.447793
252,2494,22.358452
253,2494,40.477215
254,2494,102.237946
317,2494,41.51178
318,2494,31.861727
319,2494,17.534725
320,2494,17.499485
321,2494,26.246838
322,2494,18.316395
323,2494,16.450712
357,2494,21.96941
377,2494,15.588598
378,2494,31.221792
701,2494,4.979812
711,2494,50.612778
1523,1539,71.324242
1542,1539,0.206396
1545,1539,0.208941
1561,1539,0.150929
748,2494,26.089941
749,2494,28.735798
1562,1539,0.206396
1573,1539,10.238236
1578,1539,9.20761
1583,1539,8.157864
2335,1539,8.895252
2336,1539,9.08687
2338,1539,360.270905
148,1222,0.615206
149,1222,0.315385
150,1222,0.094544
151,1222,0.094544
152,1222,0.10471
153,1222,0.145229
154,1222,0.121802
185,1222,0.149117
188,1222,0.191163
209,1222,0.023787
1754,2494,0.016611
1787,2494,13.048966
1788,2494,2.702088
1789,2494,28.316549
1867,2494,36.982647
1868,2494,24.44293
368,1222,59.370106
1945,2494,0.55398
1946,2494,0.061943
1948,2494,0.420629
1949,2494,0.097657
1950,2494,0.332794
1954,2494,0.284244
1958,2494,1.434927
1959,2494,0.290286
1960,2494,0.104996
1961,2494,1.139945
1985,2494,2.79259
1993,2494,9.249734
424,1222,7.635676
2007,2494,7.259144
2008,2494,3.973936
2361,2494,286.028992
2362,2494,8.835093
2363,2494,8.755308
2364,2494,7.527904
2365,2494,11.565029
2366,2494,13.054495
2367,2494,24.367363
680,1222,41.507454
2378,2494,23.726967
2380,2494,9.013479
2381,2494,21.733387
2382,2494,12.205006
2383,2494,11.265955
2384,2494,51.6492
2391,2494,7.053402
2392,2494,0.737454
2393,2494,0.738542
2394,2494,0.116402
2449,2494,3.276879
2450,2494,18.350645
2467,2494,0.627413
1408,1222,91.403664
1409,1222,74.698441
1410,1222,74.698441
1411,1222,44.046139
1412,1222,19.648607
1413,1222,99.887695
36,586,384.989899
37,586,55.861198
38,586,25.93634
39,586,1.765219
40,586,2.101506
41,586,3.406994
42,586,3.98597
43,586,5.220314
44,586,2.909495
45,586,8.149166
46,586,12.806825
47,586,24.60121
48,586,39.864716
49,586,73.225204
50,586,63.371902
51,586,13.770217
55,586,1.413998
56,586,2.865959
57,586,1.873888
58,586,5.665907
59,586,5.412268
60,586,11.356125
61,586,3.80265
62,586,10.012576
63,586,21.991362
64,586,95.285416
65,586,530.458801
106,586,70.020447
107,586,39.795769
130,586,85.429543
131,586,34.306702
132,586,13.310498
133,586,8.180913
134,586,8.236476
135,586,7.429735
136,586,2.825805
137,586,2.709057
138,586,7.791238
139,586,14.272185
140,586,23.433455
581,586,4.614076
582,586,2.887921
583,586,1.960993
584,586,5.917661
600,586,0.743065
719,586,41.547512
720,586,1.203906
721,586,0.098361
722,586,0.051724
822,586,187.204376
823,586,95.176102
824,586,9.052188
825,586,1.728426
826,586,0.676128
827,586,7.506812
840,586,6.432927
841,586,4.019137
842,586,3.503162
843,586,2.836642
844,586,4.925693
850,586,46.425102
851,586,39.881413
852,586,62.687302
853,586,25.423946
854,586,29.524881
855,586,37.21138
859,586,44.800591
860,586,14.26939
861,586,10.386757
1394,586,2.417771
1396,586,0.833333
1399,586,330.145416
1400,586,152.962173
1401,586,513.330261
1402,586,372.963654
1403,586,130.911499
1404,586,89.593063
1405,586,88.205498
1406,586,90.205688
1407,586,88.110435
1408,586,0.293478
1417,586,162.594711
1445,586,19.685064
1531,586,37.315815
1532,586,13.884488
1533,586,0.260728
1534,586,0.339446
1651,586,14.429563
1653,586,89.81813
1852,586,0.240207
1860,586,50.015106
1871,586,25.758413
1875,586,91.992958
1916,586,4.353284
1917,586,40.881184
1918,586,151.604965
1948,586,0.284181
1949,586,0.378304
1950,586,0.817173
1951,586,0.790865
1952,586,0.790865
1953,586,0.047009
1954,586,0.047009
1955,586,0.817067
1956,586,0.047009
1957,586,0.105832
1958,586,1.12448
1959,586,0.127677
1960,586,0.347288
1961,586,1.126056
1962,586,7.852113
1994,586,1.049276
2022,586,1.176709
2023,586,0.851259
2024,586,25.680748
2051,586,20.332678
2134,586,8.963985
2135,586,8.584828
2136,586,11.167542
