光伏用户编号,综合倍率,时间,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96
f4,120,2022-6-7 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0104,0.0257,0.055,0.0796,0.1525,0.2159,0.248,0.3151,0.3374,0.3078,0.4021,0.4459,0.6264,0.5685,0.7751,0.9655,0.9559,1.3545,1.1191,1.0089,0.8357,0.6693,0.6134,0.7186,0.9044,0.8029,0.6409,0.5509,0.8808,0.5677,0.7393,0.8524,0.5129,0.6084,0.5741,0.5394,0.5841,0.5096,0.3335,0.4432,0.4489,0.3464,0.391,0.2653,0.2638,0.2076,0.147,0.1533,0.142,0.1133,0.094,0.0273,0.0153,0.0095,-0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-6 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0.0248,0.033,0.1631,0.2056,0.2582,0.2079,0.3154,0.7495,0.9615,1.1381,0.8654,0.5895,0.6925,0.8783,0.8245,0.8302,0.9836,0.836,0.9771,1.1058,0.6962,0.6876,0.8869,1.1124,1.6498,1.7587,1.7648,1.6939,1.7421,1.7875,1.741,0.3951,1.7215,0.3416,0.3433,1.4064,1.246,1.1604,1.1847,1.2471,0.5124,0.5916,0.2502,0.2728,0.2699,0.2379,0.1301,0.121,0.1171,0.0688,0.026,0.0134,-0.0011,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-9 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0126,0.0322,0.0518,0.074,0.0756,0.0713,0.2308,0.1002,0.1549,0.1564,0.1192,0.166,0.2451,0.1972,0.1221,0.257,0.2292,0.2476,0.2367,0.2545,0.6064,0.6679,0.3454,0.384,0.449,0.2967,0.2501,0.3253,0.3599,0.3302,0.3975,0.2857,0.2381,0.17,0.1407,0.2136,0.1518,0.229,0.0992,0.1649,0.1916,0.2103,0.2269,0.1989,0.0866,0.0672,0.0411,0.0442,0.0314,0.0165,0.0041,-0.0008,-0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-8 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054,0.0131,0.0127,0.0268,0.0594,0.0541,0.0822,0.0989,0.1251,0.1064,0.1295,0.1362,0.1102,0.1603,0.1344,0.1149,0.1194,0.0809,0.1042,0.1242,0.1431,0.1822,0.2195,0.1423,0.1538,0.2252,0.1892,0.1683,0.1812,0.2751,0.2141,0.2061,0.4502,0.1513,0.2915,0.2457,0.2198,0.2277,0.1513,0.1559,0.1854,0.0491,0.0499,0.0456,0.0751,0.0664,0.0188,0.016,0.0091,-0.0013,-0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-10 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0.0214,0.0188,0.0533,0.0308,0.1267,0.1289,0.192,0.1651,0.1501,0.1285,0.3063,0.3512,0.6009,0.5357,0.353,0.4782,0.5144,0.4222,0.9067,0.8547,0.6264,0.7542,0.7218,0.3401,0.2229,0.2992,1.0062,0.701,0.6431,0.7724,0.3071,0.3895,0.2119,0.2288,0.596,0.5629,0.1777,0.1833,0.2138,0.2514,0.1382,0.1623,0.1738,0.3098,0.2266,0.0802,0.0633,0.1421,0.1182,0.0614,0.0191,0.0056,0.0006,-0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-11 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0033,0.0088,0.0288,0.0564,0.0423,0.1058,0.2709,0.3087,0.1848,0.1956,0.1683,0.2731,0.3596,0.4537,0.3175,0.5735,0.3386,0.4137,0.292,0.2678,0.4282,0.3733,0.4602,0.5374,0.7545,0.7575,0.611,0.5484,0.4412,0.5245,0.5232,0.4935,0.4283,0.384,0.4169,0.2754,0.2415,0.3085,0.3537,0.3494,0.2552,0.1983,0.1642,0.1077,0.088,0.0645,0.0421,0.0193,0.0216,0.0143,0.0107,0.0096,0.0071,-0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-12 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.015,0.032,0.0632,0.0831,0.0563,0.0469,0.0852,0.1311,0.1003,0.1387,0.3001,0.1766,0.3486,0.3437,0.1895,0.1452,0.189,0.2343,0.3281,0.2108,0.4113,0.456,0.6393,0.914,0.623,0.8151,0.6725,0.4532,0.4291,0.2046,0.8698,0.5075,0.4129,0.2741,0.29,0.5751,0.5845,0.2293,0.0808,0.0367,0.0642,0.1269,0.0846,0.0714,0.0384,0.0365,0.0185,0.0565,0.0199,0.0093,0.0177,0.0102,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-13 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0.0344,0.0392,0.0489,0.0717,0.0908,0.0596,0.0796,0.237,0.1561,0.2553,0.4965,0.1886,0.1326,0.2194,0.6362,0.9361,0.6897,0.6393,0.9795,0.6047,0.4263,0.4193,0.4393,0.5977,0.5735,0.5549,0.5329,0.4836,0.5494,0.3939,0.295,0.2288,0.0973,0.1237,0.1335,0.0947,0.0539,0.0342,0.0566,0.0792,0.0439,0.0601,0.0752,0.0541,0.0545,0.0377,0.051,0.0378,0.0184,0.0086,-0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-15 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0148,0.0333,0.0647,0.0709,0.1605,0.2087,0.3025,0.1113,0.1912,0.0814,0.2364,0.2071,0.2191,0.3536,0.6172,0.8076,0.708,0.8066,0.5009,0.3873,0.7683,1.0023,1.0752,1.5064,0.9691,1.6789,0.799,1.8271,1.8952,0.9791,2.1658,1.3807,0.6296,0.6475,0.3738,0.5016,0.4624,0.3485,1.5557,0.736,0.3502,0.411,0.4495,0.3454,0.4403,0.359,0.2228,0.1153,0.1814,0.0933,0.0599,0.0573,0.0249,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-14 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0178,0.0334,0.0573,0.0563,0.0529,0.0437,0.0386,0.0706,0.1716,0.0774,0.1406,0.1238,0.1318,0.186,0.2142,0.3086,0.3697,0.4394,0.3489,0.3547,0.4243,0.4775,0.6103,0.7285,0.5472,0.5266,0.562,0.5271,0.568,0.5318,0.4602,0.2182,0.187,0.4063,0.4091,0.5011,0.309,0.2924,0.391,0.3713,0.3218,0.2762,0.2497,0.2107,0.2179,0.2303,0.2013,0.2116,0.2159,0.1768,0.1658,0.0739,0.0351,0.0009,-0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-16 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129,0.024,0.0382,0.0757,0.0814,0.0827,0.1689,0.1689,0.2287,0.4571,0.3425,0.3865,0.4419,0.6752,0.6448,0.6213,0.6652,0.6847,0.3551,0.6711,0.4888,0.292,0.304,0.3686,0.4351,0.4172,0.7734,0.2945,0.1715,0.4267,0.4123,0.3711,0.3883,0.2965,0.2021,0.222,0.6195,0.5182,0.4378,0.3556,0.557,0.438,0.3073,0.3021,0.2191,0.2454,0.1023,0.099,0.0983,0.059,0.0657,0.0402,0.0158,-0.002,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-17 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0037,0.0318,0.0557,0.0129,0.0026,0.0132,0.062,0.0267,0.1032,0.0833,0.0788,0.0632,0.0372,0.0913,0.1387,0.0461,0.0455,0.0524,0.042,0.0168,0.0261,0.0298,0.0432,0.0734,0.1175,0.1228,0.1985,0.1475,0.0753,0.1623,0.1407,0.1682,0.1086,0.1047,0.2006,0.1108,0.0771,0.0452,0.0885,0.0185,0.0951,0.1317,0.1016,0.1188,0.0618,0.0185,0.0136,0.0283,0.0307,0.005,-0.0018,-0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-18 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085,0.0689,0.1893,0.2803,0.176,0.0964,0.1268,0.2326,0.2442,0.2634,0.1699,0.1696,0.1766,0.1339,0.1803,0.2201,0.3335,0.3833,0.3051,0.2872,0.371,0.6493,0.7281,0.8212,0.4222,1.0028,0.9583,0.639,0.6549,0.2961,0.1825,0.2831,0.3497,0.3247,0.3427,0.2781,0.2462,0.2348,0.2829,0.2687,0.3203,0.2735,0.1934,0.2048,0.1886,0.1628,0.1153,0.159,0.0604,0.0175,0.0125,0.0029,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-19 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0.0132,0.0325,0.0418,0.051,0.1032,0.1118,0.1488,0.1309,0.1678,0.1914,0.2153,0.2307,0.2945,0.2368,0.3224,0.2854,0.2654,0.3837,0.5949,0.6321,0.9237,0.7499,0.4288,0.5282,0.7117,0.9372,0.9456,1.2085,0.6831,0.5639,0.8858,0.8673,0.6357,0.5022,0.4353,0.3075,0.3209,0.2731,0.3005,0.2609,0.2646,0.2369,0.1936,0.1739,0.1699,0.1368,0.1119,0.0959,0.1032,0.1209,0.1036,0.0431,0.0136,-0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-21 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0.0327,0.0586,0.0907,0.1348,0.1305,0.1533,0.1707,0.2027,0.2877,0.3045,0.5963,0.6171,0.5006,0.5688,0.578,0.6674,0.9498,1.8383,0.6512,0.8181,0.5906,0.55,0.7429,0.8627,1.0775,0.4187,0.7286,0.7397,0.8231,0.6195,0.6517,0.7495,0.5572,0.5547,0.3989,0.4214,0.5111,0.674,0.6283,0.4009,0.2832,0.2406,0.1512,0.1142,0.0816,0.1062,0.0865,0.0695,0.1207,0.0878,0.0678,0.0618,0.0215,-0.0012,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-20 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0272,0.0609,0.1012,0.1657,0.1708,0.1786,0.1753,0.3213,0.4233,0.5171,0.4362,0.4116,0.657,0.7261,0.5637,0.4008,0.5144,0.4722,0.4059,0.5455,0.8067,0.7128,0.6593,0.633,0.7572,0.7038,0.8589,0.7266,0.5497,0.4816,0.3117,0.3119,0.34,0.3589,0.5518,0.2846,0.3613,0.6185,0.744,0.8293,0.3094,0.0379,0.2822,0.5504,0.2647,0.1887,0.0622,0.0805,0.0425,0.0122,0.0096,0.006,-0.0003,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-22 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.015,0.0484,0.0493,0.1051,0.1488,0.1588,0.1432,0.2035,0.2321,0.3109,0.4021,0.4074,0.3803,0.359,0.2917,0.2474,0.2541,0.3293,0.4682,0.5709,0.5846,0.8843,0.9475,0.9562,1.0907,0.9483,0.9561,0.8004,0.9137,0.8516,0.7733,0.7429,0.7993,0.8063,0.777,0.8545,0.3456,0.5784,0.6943,1.3957,0.3923,0.389,0.2832,0.6941,0.1835,0.2955,0.1982,0.1546,0.0907,0.0819,0.083,0.0569,0.0223,0.006,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-23 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0.0352,0.0685,0.0963,0.0962,0.1235,0.2889,0.1907,0.5909,0.6841,0.7831,0.881,0.9688,1.0652,1.1662,1.2602,1.3158,1.4181,1.4459,1.5003,1.6195,1.6118,1.3387,1.6593,1.6662,1.7152,1.7249,0.4488,1.7058,1.8752,1.8603,1.7384,1.6678,1.6532,1.5822,1.5367,1.4489,1.4303,1.2301,1.2404,1.1,1.1247,0.996,0.9444,0.2588,0.7358,0.2966,0.4386,0.0732,0.0566,0.0498,0.0411,0.0278,0.0132,-0.0005,-0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-24 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0.0242,0.0352,0.0546,0.0778,0.1037,0.2351,0.486,0.3133,0.6416,0.8045,0.8328,1.0039,1.1015,1.205,1.2655,1.3023,0.4709,1.4798,1.096,1.2901,0.4526,1.2467,0.9592,0.5432,0.5614,0.7709,1.8864,1.8986,2.0287,0.4535,0.4141,0.4384,0.7927,0.6811,0.3919,0.37,0.3433,0.414,0.2629,1.2085,1.0803,0.3166,0.8427,0.7389,0.6277,0.5345,0.3782,0.1034,0.0858,0.0741,0.0516,0.0348,0.0186,0.0006,-0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-25 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0.0419,0.072,0.1023,0.1334,0.1607,0.2435,0.4319,0.2934,0.4396,0.5335,0.9509,0.5648,0.4874,1.2256,1.5307,0.7647,1.0608,1.204,1.2251,1.6946,1.8142,1.1938,0.4812,0.9998,1.5775,1.9406,0.5791,1.907,0.2143,0.3149,1.7495,1.6096,1.5954,1.5605,1.456,1.4681,1.3265,1.3117,1.211,1.1091,0.9427,0.7487,0.3987,0.7907,0.1808,0.2519,0.2192,0.2072,0.2121,0.1505,0.0893,0.0522,0.0206,0.0007,-0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-27 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104,0.0358,0.0575,0.0687,0.0939,0.1139,0.1997,0.4281,0.5554,0.6475,0.7491,0.8778,1.016,1.0396,1.2393,1.2931,1.4783,1.5547,1.5294,0.2735,1.6283,1.6747,1.6766,1.8064,1.7078,1.7602,1.9397,1.9054,1.9479,1.6979,0.3408,1.6782,1.5647,1.7109,0.6366,1.4922,1.0908,0.5391,1.4303,1.2819,1.171,0.3163,0.3231,0.2956,0.7028,0.5076,0.4125,0.3103,0.1522,0.1199,0.0934,0.0688,0.046,0.0228,0.001,-0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-26 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0.0306,0.051,0.0658,0.1161,0.1288,0.1997,0.4239,0.515,0.5132,0.7831,0.4071,1.0644,1.151,0.4457,1.2542,1.3742,1.4247,1.133,1.5889,1.524,1.5897,1.72,1.8466,1.8877,0.5511,1.7742,1.396,1.4935,1.3605,1.4614,0.7144,1.4625,1.5708,1.5781,0.5321,0.5797,0.6735,0.7479,0.4745,1.0101,1.0141,0.9755,0.6882,0.7497,0.6044,0.5194,0.2347,0.1266,0.1288,0.0802,0.0512,0.0366,0.019,0.0007,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-30 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0148,0.0357,0.0595,0.0557,0.0544,0.0795,0.117,0.0978,0.1,0.1439,0.2343,0.2639,0.3087,0.9143,0.6719,0.7155,0.5862,1.4225,0.9144,1.2391,0.9041,1.0371,0.8966,0.9444,2.0365,1.973,1.7584,1.7115,1.6675,1.667,1.6572,1.6021,1.547,1.5112,1.4849,1.4511,1.4163,1.3428,1.2895,1.2326,1.195,1.0206,0.4218,1.1464,0.8717,0.178,0.1744,0.167,0.1193,0.0763,0.0754,0.084,0.0972,0.05,-0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-29 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099,0.0262,0.0383,0.071,0.0677,0.0881,0.1832,0.4281,0.5104,0.6187,0.7335,0.8209,0.9283,1.0284,0.8925,1.2073,1.2839,1.3397,1.5601,0.321,0.4372,1.6851,1.1309,1.8074,0.4164,1.8699,0.3934,1.8077,0.5463,1.7685,1.7789,1.8104,0.4914,1.0201,0.6105,0.2404,0.3653,1.7887,1.4293,1.2476,1.0971,1.0239,0.9205,0.8402,0.7532,0.5907,0.4592,0.3743,0.1873,0.1602,0.1355,0.099,0.0353,-0.0019,-0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-6-28 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0.0379,0.0676,0.1037,0.1397,0.1746,0.2374,0.4295,0.5309,0.6154,0.7441,0.8541,0.9344,1.1347,0.4122,1.2596,0.7721,0.7177,0.6218,0.6533,1.5434,1.6314,1.7883,1.6839,1.7962,1.7896,1.5964,1.7473,1.7502,1.7913,1.7649,1.6636,1.5844,1.7483,1.53,1.257,0.4038,1.3422,0.692,1.0971,0.2438,1.0979,0.9842,0.8623,0.6407,0.6146,0.5453,0.3999,0.0905,0.069,0.0564,0.0455,0.0328,0.0149,-0.0017,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-2 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0006,0.0015,0.0261,0.0551,0.0734,0.0943,0.1275,0.1615,0.201,0.2315,0.3071,0.3188,0.3354,0.6386,0.2519,0.4089,1.1672,1.0646,0.4324,0.7891,0.712,0.7413,1.6879,0.4277,0.4943,0.3573,0.6494,0.3473,0.5058,0.6355,0.6978,0.7538,0.814,1.0726,1.2068,1.1805,0.9929,0.9033,1.4187,0.9642,1.1992,0.3137,0.5931,0.1238,0.2204,0.1976,,0.1781,0.1631,0.138,0.1254,0.1111,0.0606,0.0383,0.0147,-0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-1 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0295,0.0675,0.1359,0.1224,0.1616,0.216,0.2596,0.3442,0.6989,0.8669,0.6147,0.5861,0.6152,0.5716,0.4886,0.6761,0.791,0.9258,0.853,0.8123,0.7305,0.9877,1.0848,0.5575,0.4644,0.5348,0.4148,0.8717,1.8374,1.2627,1.4289,1.565,1.6638,0.5257,1.7526,0.4652,0.4771,0.29,0.0396,0.1216,0.3224,0.2525,0.3871,0.4488,0.2643,0.21,0.3466,0.2664,0.1966,0.1275,0.0511,0.0508,0.0236,-0.0012,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-3 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062,0.0198,0.0595,0.1588,0.195,0.2362,0.2276,0.5343,0.3772,0.6452,0.9505,0.9806,0.7942,0.5226,0.5171,0.6165,0.5467,0.4546,1.0493,0.6359,0.7118,0.3387,0.6369,1.1835,0.8717,1.4624,0.4579,0.7484,0.7149,1.0713,0.701,1.1051,0.4357,0.4632,0.6618,0.6901,0.8904,1.4639,1.1731,0.5574,0.5257,0.3196,0.3294,0.1671,0.341,0.5091,0.4666,0.4283,0.25,0.1603,0.104,0.0803,0.055,0.0232,0.001,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-4 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0.0179,0.0417,0.06,0.0613,0.1275,0.176,0.1497,0.2289,0.2831,0.4005,0.2886,0.8255,1.2531,1.059,0.6124,1.422,1.3074,1.5706,0.6878,0.6838,0.4104,0.4695,0.7633,0.7467,0.6696,0.5382,0.9484,0.8714,2.1611,0.4543,1.2412,0.3118,0.41,1.7205,1.611,1.54,0.6398,0.7478,0.2262,0.452,0.4103,1.1302,0.869,0.9191,0.2718,0.2003,0.3708,0.1371,0.1078,0.1101,0.0816,0.0457,0.0076,-0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-5 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0246,0.073,0.0966,0.1532,0.1682,0.1208,0.1632,0.2092,0.3368,0.3277,1.0365,0.576,1.5193,0.6537,0.6526,0.593,0.6778,1.8918,1.7969,0.9372,0.8102,0.6811,0.7576,0.9359,0.8636,0.9374,1.9626,0.8416,0.903,0.6329,1.3632,0.7223,2.2068,0.6186,0.5489,0.1769,0.0758,0.9573,0.6144,0.7442,1.1426,0.39,0.3412,0.2734,0.3749,0.4171,0.6838,0.395,0.2818,0.171,0.106,0.0644,0.0328,0.0013,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-7 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0126,0.0365,0.0657,0.0803,0.0717,0.0955,0.1429,0.2406,0.2923,0.3629,0.4162,0.6201,0.3196,0.9052,1.0146,1.007,0.4328,0.6345,0.5201,0.5315,0.4667,0.5048,0.6476,1.3844,0.6349,0.7907,1.284,0.8334,0.9845,0.7687,1.1572,1.8732,1.7754,0.67,0.6509,0.9443,0.4767,1.5203,1.3149,1.2517,1.2554,0.49,0.9658,0.4934,0.2546,0.2174,0.3453,0.1369,0.1146,0.0773,0.0641,0.046,0.0141,-0.0014,-0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-6 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0099,0.0436,0.0946,0.1038,0.1259,0.1582,0.1954,0.2468,0.3264,0.374,0.3749,0.3898,0.5114,0.5263,0.5973,0.6436,0.6268,0.7069,0.7607,1.3187,0.7917,2.2422,1.3508,1.1647,1.0316,2.2294,0.7411,1.0415,2.0679,0.8234,1.1678,0.2975,0.2886,0.2985,0.3482,0.3598,0.5052,0.6266,0.6754,1.4816,1.1021,1.2356,0.3367,0.3821,0.133,0.0605,0.0726,0.0558,0.0325,0.032,0.0051,0.0031,0,-0.0029,-0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-8 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063,0.0184,0.0363,0.0435,0.0538,0.0626,0.0728,0.4667,0.2523,0.2826,0.725,0.8575,0.965,0.4306,1.1763,0.2085,0.2203,1.5053,1.2647,1.7309,0.3738,0.5753,0.8651,1.5829,0.5216,1.5055,1.7933,2.0281,1.9751,1.7953,1.7599,1.7063,0.9628,1.6629,1.5394,1.527,1.4954,1.4961,1.3549,0.2086,1.2606,0.3493,0.2027,0.9631,0.8415,0.6822,0.5716,0.4187,0.0781,0.0736,0.058,0.043,0.0307,0.016,0.0033,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-9 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045,0.0195,0.0329,0.042,0.049,0.0562,0.0649,0.4533,0.5406,0.6322,0.737,0.8391,0.9216,1.028,1.0965,1.1892,1.2965,1.3939,1.4736,1.5195,0.5426,1.6271,1.7582,1.766,1.7574,1.7014,1.7225,1.7142,1.7592,1.7106,1.6977,1.7468,0.3606,0.3081,0.3751,1.6633,1.2393,0.2749,1.494,0.2967,1.313,1.1645,1.0536,0.8819,0.8348,0.1655,0.1349,0.454,0.1349,0.1119,0.0937,0.0909,0.0736,0.046,0.0166,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-10 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0.016,0.0303,0.0437,0.0545,0.0637,0.0753,0.4294,0.499,0.5807,0.642,0.8017,0.9191,1.0118,1.0917,1.195,1.2857,1.3835,1.4807,1.4984,0.3369,1.7223,1.7191,1.7327,1.8264,0.5494,0.4206,0.4807,1.896,0.7296,1.8767,0.3578,0.5524,1.9315,0.2907,0.3662,1.5777,1.452,0.245,1.3268,1.1609,0.7664,1.0106,0.935,0.7768,0.7424,0.5859,0.4116,0.1242,0.1007,0.0755,0.0653,0.0354,0.0222,0.0038,-0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-11 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0278,0.0623,0.0786,0.1012,0.1545,0.1948,0.4804,0.5472,0.6338,0.7265,0.8363,0.8316,1.0029,1.0257,1.186,1.2528,1.271,1.3775,1.4669,0.4457,1.5516,0.4672,1.6383,0.8137,1.7464,0.6429,1.4059,1.7388,1.0994,1.4348,1.6509,1.6314,1.6089,1.493,1.4486,1.3428,1.2764,1.2014,1.0819,1.1034,0.9947,0.8639,0.7886,0.6963,0.6434,0.5137,0.4066,0.2207,0.172,0.1491,0.1177,0.0776,0.0404,0.006,0.0035,-0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4,120,2022-7-12 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.0198,0.036,0.0508,0.0638,0.0792,0.0943,0.4018,0.5005,0.6007,0.6993,0.7962,0.8887,0.9859,1.0727,1.1588,1.2329,1.3095,1.4039,1.5133,1.5556,0.4343,0.2997,0.6273,1.7573,1.7105,1.7446,1.7773,1.8275,1.7886,1.5988,1.6641,1.6603,1.6409,0.437,1.5174,1.4094,1.3465,0.248,1.2126,1.1187,1.0352,0.9556,0.8246,0.793,0.5265,0.5837,0.3949,0.1654,0.1774,0.1378,0.1276,0.0939,0.0463,0.0048,-0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
