站点编号,时间,出力(MW)
f1,2023-7-11 1:30,4.23
f1,2023-7-11 1:45,3.337
f1,2023-7-11 2:00,4.3135
f1,2023-7-11 2:15,5.226
f1,2023-7-11 2:30,4.612
f1,2023-7-11 2:45,5.0306
f1,2023-7-11 3:00,4.23
f1,2023-7-11 3:15,3.337
f1,2023-7-11 3:30,4.3135
f1,2023-7-11 3:45,5.226
f1,2023-7-11 4:00,4.612
f1,2023-7-11 4:15,5.0306
f1,2023-7-11 4:30,4.23
f1,2023-7-11 4:45,3.337
f1,2023-7-11 5:00,4.3135
f1,2023-7-11 5:15,5.226
f1,2023-7-11 5:30,4.612
f1,2023-7-11 5:45,5.0306
f1,2023-7-11 6:00,4.23
f1,2023-7-11 6:15,3.337
f1,2023-7-11 6:30,4.3135
f1,2023-7-11 6:45,5.226
f1,2023-7-11 7:00,4.612
f1,2023-7-11 7:15,5.0306
f1,2023-7-11 7:30,4.23
f1,2023-7-11 7:45,3.337
f1,2023-7-11 8:00,4.3135
f1,2023-7-11 8:15,5.226
f1,2023-7-11 8:30,4.612
f1,2023-7-11 8:45,5.0306
f1,2023-7-11 9:00,4.23
f1,2023-7-11 9:15,3.337
f1,2023-7-11 9:30,4.3135
f1,2023-7-11 9:45,5.226
f1,2023-7-11 10:00,4.612
f1,2023-7-11 10:15,5.0306
f1,2023-7-11 10:30,4.23
f1,2023-7-11 10:45,3.337
f1,2023-7-11 11:00,4.3135
f1,2023-7-11 11:15,5.226
f1,2023-7-11 11:30,4.612
f1,2023-7-11 11:45,5.0306
f1,2023-7-11 12:00,4.23
f1,2023-7-11 12:15,3.337
f1,2023-7-11 12:30,4.3135
f1,2023-7-11 12:45,5.226
f1,2023-7-11 13:00,4.612
f1,2023-7-11 13:15,5.0306
f1,2023-7-11 13:30,4.23
f1,2023-7-11 13:45,3.337
f1,2023-7-11 14:00,4.3135
f1,2023-7-11 14:15,5.226
f1,2023-7-11 14:30,4.612
f1,2023-7-11 14:45,5.0306
f1,2023-7-11 15:00,4.23
f1,2023-7-11 15:15,3.337
f1,2023-7-11 15:30,4.3135
f1,2023-7-11 15:45,5.226
f1,2023-7-11 16:00,4.612
f1,2023-7-11 16:15,5.0306
f1,2023-7-11 16:30,4.23
f1,2023-7-11 16:45,3.337
f1,2023-7-11 17:00,4.3135
f1,2023-7-11 17:15,5.226
f1,2023-7-11 17:30,4.612
f1,2023-7-11 17:45,5.0306
f1,2023-7-11 18:00,4.23
f1,2023-7-11 18:15,3.337
f1,2023-7-11 18:30,4.3135
f1,2023-7-11 18:45,5.226
f1,2023-7-11 19:00,4.612
f1,2023-7-11 19:15,5.0306
f1,2023-7-11 19:30,4.23
f1,2023-7-11 19:45,3.337
f1,2023-7-11 20:00,4.3135
f1,2023-7-11 20:15,5.226
f1,2023-7-11 20:30,4.612
f1,2023-7-11 20:45,5.0306
f1,2023-7-11 21:00,4.23
f1,2023-7-11 21:15,3.337
f1,2023-7-11 21:30,4.3135
f1,2023-7-11 21:45,5.226
f1,2023-7-11 22:00,4.612
f1,2023-7-11 22:15,5.0306
f1,2023-7-11 22:30,4.23
f1,2023-7-11 22:45,3.337
f1,2023-7-11 23:00,4.3135
f1,2023-7-11 23:15,5.226
f1,2023-7-11 23:30,4.612
f1,2023-7-11 23:45,5.0306
f1,2023-7-12 0:00,4.23
f1,2023-7-12 0:15,3.337
f1,2023-7-12 0:30,4.3135
f1,2023-7-12 0:45,5.226
f1,2023-7-12 1:00,4.612
f1,2023-7-12 1:15,5.0306
f1,2023-7-12 1:30,4.23
f1,2023-7-12 1:45,3.337
f1,2023-7-12 2:00,4.3135
f1,2023-7-12 2:15,5.226
f1,2023-7-12 2:30,4.612
f1,2023-7-12 2:45,5.0306
f1,2023-7-12 3:00,4.23
f1,2023-7-12 3:15,3.337
f1,2023-7-12 3:30,4.3135
f1,2023-7-12 3:45,5.226
f1,2023-7-12 4:00,4.612
f1,2023-7-12 4:15,5.0306
f1,2023-7-12 4:30,4.23
f1,2023-7-12 4:45,3.337
f1,2023-7-12 5:00,4.3135
f1,2023-7-12 5:15,5.226
f1,2023-7-12 5:30,4.612
f1,2023-7-12 5:45,5.0306
f1,2023-7-12 6:00,4.23
f1,2023-7-12 6:15,3.337
f1,2023-7-12 6:30,4.3135
f1,2023-7-12 6:45,5.226
f1,2023-7-12 7:00,4.612
f1,2023-7-12 7:15,5.0306
f1,2023-7-12 7:30,4.23
f1,2023-7-12 7:45,3.337
f1,2023-7-12 8:00,4.3135
f1,2023-7-12 8:15,5.226
f1,2023-7-12 8:30,4.612
f1,2023-7-12 8:45,5.0306
f1,2023-7-12 9:00,4.23
f1,2023-7-12 9:15,3.337
f1,2023-7-12 9:30,4.3135
f1,2023-7-12 9:45,5.226
f1,2023-7-12 10:00,4.612
f1,2023-7-12 10:15,5.0306
f1,2023-7-12 10:30,4.23
f1,2023-7-12 10:45,3.337
f1,2023-7-12 11:00,4.3135
f1,2023-7-12 11:15,5.226
f1,2023-7-12 11:30,4.612
f1,2023-7-12 11:45,5.0306
f1,2023-7-12 12:00,4.23
f1,2023-7-12 12:15,3.337
f1,2023-7-12 12:30,4.3135
f1,2023-7-12 12:45,5.226
f1,2023-7-12 13:00,4.612
f1,2023-7-12 13:15,5.0306
f1,2023-7-12 13:30,4.23
f1,2023-7-12 13:45,3.337
f1,2023-7-12 14:00,4.3135
f1,2023-7-12 14:15,5.226
f1,2023-7-12 14:30,4.612
f1,2023-7-12 14:45,5.0306
f1,2023-7-12 15:00,4.23
f1,2023-7-12 15:15,3.337
f1,2023-7-12 15:30,4.3135
f1,2023-7-12 15:45,5.226
f1,2023-7-12 16:00,4.612
f1,2023-7-12 16:15,5.0306
f1,2023-7-12 16:30,4.23
f1,2023-7-12 16:45,3.337
f1,2023-7-12 17:00,4.3135
f1,2023-7-12 17:15,5.226
f1,2023-7-12 17:30,4.612
f1,2023-7-12 17:45,5.0306
f1,2023-7-12 18:00,4.23
f1,2023-7-12 18:15,3.337
f1,2023-7-12 18:30,4.3135
f1,2023-7-12 18:45,5.226
f1,2023-7-12 19:00,4.612
f1,2023-7-12 19:15,5.0306
f1,2023-7-12 19:30,4.23
f1,2023-7-12 19:45,3.337
f1,2023-7-12 20:00,4.3135
f1,2023-7-12 20:15,5.226
f1,2023-7-12 20:30,4.612
f1,2023-7-12 20:45,5.0306
f1,2023-7-12 21:00,4.23
f1,2023-7-12 21:15,3.337
f1,2023-7-12 21:30,4.3135
f1,2023-7-12 21:45,5.226
f1,2023-7-12 22:00,4.612
f1,2023-7-12 22:15,5.0306
f1,2023-7-12 22:30,4.23
f1,2023-7-12 22:45,3.337
f1,2023-7-12 23:00,4.3135
f1,2023-7-12 23:15,5.226
f1,2023-7-12 23:30,4.612
f1,2023-7-12 23:45,5.0306
f1,2023-7-13 0:00,4.23
f1,2023-7-13 0:15,3.337
f1,2023-7-13 0:30,4.3135
f1,2023-7-13 0:45,5.226
f1,2023-7-13 1:00,4.612
f1,2023-7-13 1:15,5.0306
f1,2023-7-13 1:30,4.23
f1,2023-7-13 1:45,3.337
f1,2023-7-13 2:00,4.3135
f1,2023-7-13 2:15,5.226
f1,2023-7-13 2:30,4.612
f1,2023-7-13 2:45,5.0306
f1,2023-7-13 3:00,4.23
f1,2023-7-13 3:15,3.337
f1,2023-7-13 3:30,4.3135
f1,2023-7-13 3:45,5.226
f1,2023-7-13 4:00,4.612
f1,2023-7-13 4:15,5.0306
f1,2023-7-13 4:30,4.23
f1,2023-7-13 4:45,3.337
f1,2023-7-13 5:00,4.3135
f1,2023-7-13 5:15,5.226
f1,2023-7-13 5:30,4.612
f1,2023-7-13 5:45,5.0306
f1,2023-7-13 6:00,4.23
f1,2023-7-13 6:15,3.337
f1,2023-7-13 6:30,4.3135
f1,2023-7-13 6:45,5.226
f1,2023-7-13 7:00,4.612
f1,2023-7-13 7:15,5.0306
f1,2023-7-13 7:30,4.23
f1,2023-7-13 7:45,3.337
f1,2023-7-13 8:00,4.3135
f1,2023-7-13 8:15,5.226
f1,2023-7-13 8:30,4.612
f1,2023-7-13 8:45,5.0306
f1,2023-7-13 9:00,4.23
f1,2023-7-13 9:15,3.337
f1,2023-7-13 9:30,4.3135
f1,2023-7-13 9:45,5.226
f1,2023-7-13 10:00,4.612
f1,2023-7-13 10:15,5.0306
f1,2023-7-13 10:30,4.23
f1,2023-7-13 10:45,3.337
f1,2023-7-13 11:00,4.3135
f1,2023-7-13 11:15,5.226
f1,2023-7-13 11:30,4.612
f1,2023-7-13 11:45,5.0306
f1,2023-7-13 12:00,4.23
f1,2023-7-13 12:15,3.337
f1,2023-7-13 12:30,4.3135
f1,2023-7-13 12:45,5.226
f1,2023-7-13 13:00,4.612
f1,2023-7-13 13:15,5.0306
f1,2023-7-13 13:30,4.23
f1,2023-7-13 13:45,3.337
f1,2023-7-13 14:00,4.3135
f1,2023-7-13 14:15,5.226
f1,2023-7-13 14:30,4.612
f1,2023-7-13 14:45,5.0306
f1,2023-7-13 15:00,4.23
f1,2023-7-13 15:15,3.337
f1,2023-7-13 15:30,4.3135
f1,2023-7-13 15:45,5.226
f1,2023-7-13 16:00,4.612
f1,2023-7-13 16:15,5.0306
f1,2023-7-13 16:30,4.23
f1,2023-7-13 16:45,3.337
f1,2023-7-13 17:00,4.3135
f1,2023-7-13 17:15,5.226
f1,2023-7-13 17:30,4.612
f1,2023-7-13 17:45,5.0306
f1,2023-7-13 18:00,4.23
f1,2023-7-13 18:15,3.337
f1,2023-7-13 18:30,4.3135
f1,2023-7-13 18:45,5.226
f1,2023-7-13 19:00,4.612
f1,2023-7-13 19:15,5.0306
f1,2023-7-13 19:30,4.23
f1,2023-7-13 19:45,3.337
f1,2023-7-13 20:00,4.3135
f1,2023-7-13 20:15,5.226
f1,2023-7-13 20:30,4.612
f1,2023-7-13 20:45,5.0306
f1,2023-7-13 21:00,4.23
f1,2023-7-13 21:15,3.337
f1,2023-7-13 21:30,4.3135
f1,2023-7-13 21:45,5.226
f1,2023-7-13 22:00,4.612
f1,2023-7-13 22:15,5.0306
f1,2023-7-13 22:30,4.23
f1,2023-7-13 22:45,3.337
f1,2023-7-13 23:00,4.3135
f1,2023-7-13 23:15,5.226
f1,2023-7-13 23:30,4.612
f1,2023-7-13 23:45,5.0306
f1,2023-7-14 0:00,4.23
f1,2023-7-14 0:15,3.337
f1,2023-7-14 0:30,4.3135
f1,2023-7-14 0:45,5.226
f1,2023-7-14 1:00,4.612
f1,2023-7-14 1:15,5.0306
f1,2023-7-14 1:30,4.23
f1,2023-7-14 1:45,3.337
f1,2023-7-14 2:00,4.3135
f1,2023-7-14 2:15,5.226
f1,2023-7-14 2:30,4.612
f1,2023-7-14 2:45,5.0306
f1,2023-7-14 3:00,4.23
f1,2023-7-14 3:15,3.337
f1,2023-7-14 3:30,4.3135
f1,2023-7-14 3:45,5.226
f1,2023-7-14 4:00,4.612
f1,2023-7-14 4:15,5.0306
f1,2023-7-14 4:30,4.23
f1,2023-7-14 4:45,3.337
f1,2023-7-14 5:00,4.3135
f1,2023-7-14 5:15,5.226
f1,2023-7-14 5:30,4.612
f1,2023-7-14 5:45,5.0306
f1,2023-7-14 6:00,4.23
f1,2023-7-14 6:15,3.337
f1,2023-7-14 6:30,4.3135
f1,2023-7-14 6:45,5.226
f1,2023-7-14 7:00,4.612
f1,2023-7-14 7:15,5.0306
f1,2023-7-14 7:30,4.23
f1,2023-7-14 7:45,3.337
f1,2023-7-14 8:00,4.3135
f1,2023-7-14 8:15,5.226
f1,2023-7-14 8:30,4.612
f1,2023-7-14 8:45,5.0306
f1,2023-7-14 9:00,4.23
f1,2023-7-14 9:15,3.337
f1,2023-7-14 9:30,4.3135
f1,2023-7-14 9:45,5.226
f1,2023-7-14 10:00,4.612
f1,2023-7-14 10:15,5.0306
f1,2023-7-14 10:30,4.23
f1,2023-7-14 10:45,3.337
f1,2023-7-14 11:00,4.3135
f1,2023-7-14 11:15,5.226
f1,2023-7-14 11:30,4.612
f1,2023-7-14 11:45,5.0306
f1,2023-7-14 12:00,4.23
f1,2023-7-14 12:15,3.337
f1,2023-7-14 12:30,4.3135
f1,2023-7-14 12:45,5.226
f1,2023-7-14 13:00,4.612
f1,2023-7-14 13:15,5.0306
f1,2023-7-14 13:30,4.23
f1,2023-7-14 13:45,3.337
f1,2023-7-14 14:00,4.3135
f1,2023-7-14 14:15,5.226
f1,2023-7-14 14:30,4.612
f1,2023-7-14 14:45,5.0306
f1,2023-7-14 15:00,4.23
f1,2023-7-14 15:15,3.337
f1,2023-7-14 15:30,4.3135
f1,2023-7-14 15:45,5.226
f1,2023-7-14 16:00,4.612
f1,2023-7-14 16:15,5.0306
f1,2023-7-14 16:30,4.23
f1,2023-7-14 16:45,3.337
f1,2023-7-14 17:00,4.3135
f1,2023-7-14 17:15,5.226
f1,2023-7-14 17:30,4.612
f1,2023-7-14 17:45,5.0306
f1,2023-7-14 18:00,4.23
f1,2023-7-14 18:15,3.337
f1,2023-7-14 18:30,4.3135
f1,2023-7-14 18:45,5.226
f1,2023-7-14 19:00,4.612
f1,2023-7-14 19:15,5.0306
f1,2023-7-14 19:30,4.23
f1,2023-7-14 19:45,3.337
f1,2023-7-14 20:00,4.3135
f1,2023-7-14 20:15,5.226
f1,2023-7-14 20:30,4.612
f1,2023-7-14 20:45,5.0306
f1,2023-7-14 21:00,4.23
f1,2023-7-14 21:15,3.337
f1,2023-7-14 21:30,4.3135
f1,2023-7-14 21:45,5.226
f1,2023-7-14 22:00,4.612
f1,2023-7-14 22:15,5.0306
f1,2023-7-14 22:30,4.23
f1,2023-7-14 22:45,3.337
f1,2023-7-14 23:00,4.3135
f1,2023-7-14 23:15,5.226
f1,2023-7-14 23:30,4.612
f1,2023-7-14 23:45,5.0306
f1,2023-7-15 0:00,4.23
f1,2023-7-15 0:15,3.337
f1,2023-7-15 0:30,4.3135
f1,2023-7-15 0:45,5.226
f1,2023-7-15 1:00,4.612
f1,2023-7-15 1:15,5.0306
f1,2023-7-15 1:30,4.23
f1,2023-7-15 1:45,3.337
f1,2023-7-15 2:00,4.3135
f1,2023-7-15 2:15,5.226
f1,2023-7-15 2:30,4.612
f1,2023-7-15 2:45,5.0306
f1,2023-7-15 3:00,4.23
f1,2023-7-15 3:15,3.337
f1,2023-7-15 3:30,4.3135
f1,2023-7-15 3:45,5.226
f1,2023-7-15 4:00,4.612
f1,2023-7-15 4:15,5.0306
f1,2023-7-15 4:30,4.23
f1,2023-7-15 4:45,3.337
f1,2023-7-15 5:00,4.3135
f1,2023-7-15 5:15,5.226
f1,2023-7-15 5:30,4.612
f1,2023-7-15 5:45,5.0306
f1,2023-7-15 6:00,4.23
f1,2023-7-15 6:15,3.337
f1,2023-7-15 6:30,4.3135
f1,2023-7-15 6:45,5.226
f1,2023-7-15 7:00,4.612
f1,2023-7-15 7:15,5.0306
f1,2023-7-15 7:30,4.23
f1,2023-7-15 7:45,3.337
f1,2023-7-15 8:00,4.3135
f1,2023-7-15 8:15,5.226
f1,2023-7-15 8:30,4.612
f1,2023-7-15 8:45,5.0306
f1,2023-7-15 9:00,4.23
f1,2023-7-15 9:15,3.337
f1,2023-7-15 9:30,4.3135
f1,2023-7-15 9:45,5.226
f1,2023-7-15 10:00,4.612
f1,2023-7-15 10:15,5.0306
f1,2023-7-15 10:30,4.23
f1,2023-7-15 10:45,3.337
f1,2023-7-15 11:00,4.3135
f1,2023-7-15 11:15,5.226
f1,2023-7-15 11:30,4.612
f1,2023-7-15 11:45,5.0306
f1,2023-7-15 12:00,4.23
f1,2023-7-15 12:15,3.337
f1,2023-7-15 12:30,4.3135
f1,2023-7-15 12:45,5.226
f1,2023-7-15 13:00,4.612
f1,2023-7-15 13:15,5.0306
f1,2023-7-15 13:30,4.23
f1,2023-7-15 13:45,3.337
f1,2023-7-15 14:00,4.3135
f1,2023-7-15 14:15,5.226
f1,2023-7-15 14:30,4.612
f1,2023-7-15 14:45,5.0306
f1,2023-7-15 15:00,4.23
f1,2023-7-15 15:15,3.337
f1,2023-7-15 15:30,4.3135
f1,2023-7-15 15:45,5.226
f1,2023-7-15 16:00,4.612
f1,2023-7-15 16:15,5.0306
f1,2023-7-15 16:30,4.23
f1,2023-7-15 16:45,3.337
f1,2023-7-15 17:00,4.3135
f1,2023-7-15 17:15,5.226
f1,2023-7-15 17:30,4.612
f1,2023-7-15 17:45,5.0306
f1,2023-7-15 18:00,4.23
f1,2023-7-15 18:15,3.337
f1,2023-7-15 18:30,4.3135
f1,2023-7-15 18:45,5.226
f1,2023-7-15 19:00,4.612
f1,2023-7-15 19:15,5.0306
f1,2023-7-15 19:30,4.23
f1,2023-7-15 19:45,3.337
f1,2023-7-15 20:00,4.3135
f1,2023-7-15 20:15,5.226
f1,2023-7-15 20:30,4.612
f1,2023-7-15 20:45,5.0306
f1,2023-7-15 21:00,4.23
f1,2023-7-15 21:15,3.337
f1,2023-7-15 21:30,4.3135
f1,2023-7-15 21:45,5.226
f1,2023-7-15 22:00,4.612
f1,2023-7-15 22:15,5.0306
f1,2023-7-15 22:30,4.23
f1,2023-7-15 22:45,3.337
f1,2023-7-15 23:00,4.3135
f1,2023-7-15 23:15,5.226
f1,2023-7-15 23:30,4.612
f1,2023-7-15 23:45,5.0306
f1,2023-7-16 0:00,4.23
f1,2023-7-16 0:15,3.337
f1,2023-7-16 0:30,4.3135
f1,2023-7-16 0:45,5.226
f1,2023-7-16 1:00,4.612
f1,2023-7-16 1:15,5.0306
f1,2023-7-16 1:30,4.23
f1,2023-7-16 1:45,3.337
f1,2023-7-16 2:00,4.3135
f1,2023-7-16 2:15,5.226
f1,2023-7-16 2:30,4.612
f1,2023-7-16 2:45,5.0306
f1,2023-7-16 3:00,4.23
f1,2023-7-16 3:15,3.337
f1,2023-7-16 3:30,4.3135
f1,2023-7-16 3:45,5.226
f1,2023-7-16 4:00,4.612
f1,2023-7-16 4:15,5.0306
f1,2023-7-16 4:30,4.23
f1,2023-7-16 4:45,3.337
f1,2023-7-16 5:00,4.3135
f1,2023-7-16 5:15,5.226
f1,2023-7-16 5:30,4.612
f1,2023-7-16 5:45,5.0306
f1,2023-7-16 6:00,4.23
f1,2023-7-16 6:15,3.337
f1,2023-7-16 6:30,4.3135
f1,2023-7-16 6:45,5.226
f1,2023-7-16 7:00,4.612
f1,2023-7-16 7:15,5.0306
f1,2023-7-16 7:30,4.23
f1,2023-7-16 7:45,3.337
f1,2023-7-16 8:00,4.3135
f1,2023-7-16 8:15,5.226
f1,2023-7-16 8:30,4.612
f1,2023-7-16 8:45,5.0306
f1,2023-7-16 9:00,4.23
f1,2023-7-16 9:15,3.337
f1,2023-7-16 9:30,4.3135
f1,2023-7-16 9:45,5.226
f1,2023-7-16 10:00,4.612
f1,2023-7-16 10:15,5.0306
f1,2023-7-16 10:30,4.23
f1,2023-7-16 10:45,3.337
f1,2023-7-16 11:00,4.3135
f1,2023-7-16 11:15,5.226
f1,2023-7-16 11:30,4.612
f1,2023-7-16 11:45,5.0306
f1,2023-7-16 12:00,4.23
f1,2023-7-16 12:15,3.337
f1,2023-7-16 12:30,4.3135
f1,2023-7-16 12:45,5.226
f1,2023-7-16 13:00,4.612
f1,2023-7-16 13:15,5.0306
f1,2023-7-16 13:30,4.23
f1,2023-7-16 13:45,3.337
f1,2023-7-16 14:00,4.3135
f1,2023-7-16 14:15,5.226
f1,2023-7-16 14:30,4.612
f1,2023-7-16 14:45,5.0306
f1,2023-7-16 15:00,4.23
f1,2023-7-16 15:15,3.337
f1,2023-7-16 15:30,4.3135
f1,2023-7-16 15:45,5.226
f1,2023-7-16 16:00,4.612
f1,2023-7-16 16:15,5.0306
f1,2023-7-16 16:30,4.23
f1,2023-7-16 16:45,3.337
f1,2023-7-16 17:00,4.3135
f1,2023-7-16 17:15,5.226
f1,2023-7-16 17:30,4.612
f1,2023-7-16 17:45,5.0306
f1,2023-7-16 18:00,4.23
f1,2023-7-16 18:15,3.337
f1,2023-7-16 18:30,4.3135
f1,2023-7-16 18:45,5.226
f1,2023-7-16 19:00,4.612
f1,2023-7-16 19:15,5.0306
f1,2023-7-16 19:30,4.23
f1,2023-7-16 19:45,3.337
f1,2023-7-16 20:00,4.3135
f1,2023-7-16 20:15,5.226
f1,2023-7-16 20:30,4.612
f1,2023-7-16 20:45,5.0306
f1,2023-7-16 21:00,4.23
f1,2023-7-16 21:15,3.337
f1,2023-7-16 21:30,4.3135
f1,2023-7-16 21:45,5.226
f1,2023-7-16 22:00,4.612
f1,2023-7-16 22:15,5.0306
f1,2023-7-16 22:30,4.23
f1,2023-7-16 22:45,3.337
f1,2023-7-16 23:00,4.3135
f1,2023-7-16 23:15,5.226
f1,2023-7-16 23:30,4.612
f1,2023-7-16 23:45,5.0306
f1,2023-7-17 0:00,4.23
f1,2023-7-17 0:15,3.337
f1,2023-7-17 0:30,4.3135
f1,2023-7-17 0:45,5.226
f1,2023-7-17 1:00,4.612
f1,2023-7-17 1:15,5.0306
f1,2023-7-17 1:30,4.23
f1,2023-7-17 1:45,3.337
f1,2023-7-17 2:00,4.3135
f1,2023-7-17 2:15,5.226
f1,2023-7-17 2:30,4.612
f1,2023-7-17 2:45,5.0306
f1,2023-7-17 3:00,4.23
f1,2023-7-17 3:15,3.337
f1,2023-7-17 3:30,4.3135
f1,2023-7-17 3:45,5.226
f1,2023-7-17 4:00,4.612
f1,2023-7-17 4:15,5.0306
f1,2023-7-17 4:30,4.23
f1,2023-7-17 4:45,3.337
f1,2023-7-17 5:00,4.3135
f1,2023-7-17 5:15,5.226
f1,2023-7-17 5:30,4.612
f1,2023-7-17 5:45,5.0306
f1,2023-7-17 6:00,4.23
f1,2023-7-17 6:15,3.337
f1,2023-7-17 6:30,4.3135
f1,2023-7-17 6:45,5.226
f1,2023-7-17 7:00,4.612
f1,2023-7-17 7:15,5.0306
f1,2023-7-17 7:30,4.23
f1,2023-7-17 7:45,3.337
f1,2023-7-17 8:00,4.3135
f1,2023-7-17 8:15,5.226
f1,2023-7-17 8:30,4.612
f1,2023-7-17 8:45,5.0306
f1,2023-7-17 9:00,4.23
f1,2023-7-17 9:15,3.337
f1,2023-7-17 9:30,4.3135
f1,2023-7-17 9:45,5.226
f1,2023-7-17 10:00,4.612
f1,2023-7-17 10:15,5.0306
f1,2023-7-17 10:30,4.23
f1,2023-7-17 10:45,3.337
f1,2023-7-17 11:00,4.3135
f1,2023-7-17 11:15,5.226
f1,2023-7-17 11:30,4.612
f1,2023-7-17 11:45,5.0306
f1,2023-7-17 12:00,4.23
f1,2023-7-17 12:15,3.337
f1,2023-7-17 12:30,4.3135
f1,2023-7-17 12:45,5.226
f1,2023-7-17 13:00,4.612
f1,2023-7-17 13:15,5.0306
f1,2023-7-17 13:30,4.23
f1,2023-7-17 13:45,3.337
f1,2023-7-17 14:00,4.3135
f1,2023-7-17 14:15,5.226
f1,2023-7-17 14:30,4.612
f1,2023-7-17 14:45,5.0306
f1,2023-7-17 15:00,4.23
f1,2023-7-17 15:15,3.337
f1,2023-7-17 15:30,4.3135
f1,2023-7-17 15:45,5.226
f1,2023-7-17 16:00,4.612
f1,2023-7-17 16:15,5.0306
f1,2023-7-17 16:30,4.23
f1,2023-7-17 16:45,3.337
f1,2023-7-17 17:00,4.3135
f1,2023-7-17 17:15,5.226
f1,2023-7-17 17:30,4.612
f1,2023-7-17 17:45,5.0306
f1,2023-7-17 18:00,4.23
f1,2023-7-17 18:15,3.337
f1,2023-7-17 18:30,4.3135
f1,2023-7-17 18:45,5.226
f1,2023-7-17 19:00,4.612
f1,2023-7-17 19:15,5.0306
f1,2023-7-17 19:30,4.23
f1,2023-7-17 19:45,3.337
f1,2023-7-17 20:00,4.3135
f1,2023-7-17 20:15,5.226
f1,2023-7-17 20:30,4.612
f1,2023-7-17 20:45,5.0306
f1,2023-7-17 21:00,4.23
f1,2023-7-17 21:15,3.337
f1,2023-7-17 21:30,4.3135
f1,2023-7-17 21:45,5.226
f1,2023-7-17 22:00,4.612
f1,2023-7-17 22:15,5.0306
f1,2023-7-17 22:30,4.23
f1,2023-7-17 22:45,3.337
f1,2023-7-17 23:00,4.3135
f1,2023-7-17 23:15,5.226
f1,2023-7-17 23:30,4.612
f1,2023-7-17 23:45,5.0306
f1,2023-7-18 0:00,4.23
f1,2023-7-18 0:15,3.337
f1,2023-7-18 0:30,4.3135
f1,2023-7-18 0:45,5.226
f1,2023-7-18 1:00,4.612
f1,2023-7-18 1:15,5.0306
f1,2023-7-18 1:30,4.23
f1,2023-7-18 1:45,3.337
f1,2023-7-18 2:00,4.3135
f1,2023-7-18 2:15,5.226
f1,2023-7-18 2:30,4.612
f1,2023-7-18 2:45,5.0306
f1,2023-7-18 3:00,4.23
f1,2023-7-18 3:15,3.337
f1,2023-7-18 3:30,4.3135
f1,2023-7-18 3:45,5.226
f1,2023-7-18 4:00,4.612
f1,2023-7-18 4:15,5.0306
f1,2023-7-18 4:30,4.23
f1,2023-7-18 4:45,3.337
f1,2023-7-18 5:00,4.3135
f1,2023-7-18 5:15,5.226
f1,2023-7-18 5:30,4.612
f1,2023-7-18 5:45,5.0306
f1,2023-7-18 6:00,4.23
f1,2023-7-18 6:15,3.337
f1,2023-7-18 6:30,4.3135
f1,2023-7-18 6:45,5.226
f1,2023-7-18 7:00,4.612
f1,2023-7-18 7:15,5.0306
f1,2023-7-18 7:30,4.23
f1,2023-7-18 7:45,3.337
f1,2023-7-18 8:00,4.3135
f1,2023-7-18 8:15,5.226
f1,2023-7-18 8:30,4.612
f1,2023-7-18 8:45,5.0306
f1,2023-7-18 9:00,4.23
f1,2023-7-18 9:15,3.337
f1,2023-7-18 9:30,4.3135
f1,2023-7-18 9:45,5.226
f1,2023-7-18 10:00,4.612
f1,2023-7-18 10:15,5.0306
f1,2023-7-18 10:30,4.23
f1,2023-7-18 10:45,3.337
f1,2023-7-18 11:00,4.3135
f1,2023-7-18 11:15,5.226
f1,2023-7-18 11:30,4.612
f1,2023-7-18 11:45,5.0306
f1,2023-7-18 12:00,4.23
f1,2023-7-18 12:15,3.337
f1,2023-7-18 12:30,4.3135
f1,2023-7-18 12:45,5.226
f1,2023-7-18 13:00,4.612
f1,2023-7-18 13:15,5.0306
f1,2023-7-18 13:30,4.23
f1,2023-7-18 13:45,3.337
f1,2023-7-18 14:00,4.3135
f1,2023-7-18 14:15,5.226
f1,2023-7-18 14:30,4.612
f1,2023-7-18 14:45,5.0306
f1,2023-7-18 15:00,4.23
f1,2023-7-18 15:15,3.337
f1,2023-7-18 15:30,4.3135
f1,2023-7-18 15:45,5.226
f1,2023-7-18 16:00,4.612
f1,2023-7-18 16:15,5.0306
f1,2023-7-18 16:30,4.23
f1,2023-7-18 16:45,3.337
f1,2023-7-18 17:00,4.3135
f1,2023-7-18 17:15,5.226
f1,2023-7-18 17:30,4.612
f1,2023-7-18 17:45,5.0306
f1,2023-7-18 18:00,4.23
f1,2023-7-18 18:15,3.337
f1,2023-7-18 18:30,4.3135
f1,2023-7-18 18:45,5.226
f1,2023-7-18 19:00,4.612
f1,2023-7-18 19:15,5.0306
f1,2023-7-18 19:30,4.23
f1,2023-7-18 19:45,3.337
f1,2023-7-18 20:00,4.3135
f1,2023-7-18 20:15,5.226
f1,2023-7-18 20:30,4.612
f1,2023-7-18 20:45,5.0306
f1,2023-7-18 21:00,4.23
f1,2023-7-18 21:15,3.337
f1,2023-7-18 21:30,4.3135
f1,2023-7-18 21:45,5.226
f1,2023-7-18 22:00,4.612
f1,2023-7-18 22:15,5.0306
f1,2023-7-18 22:30,4.23
f1,2023-7-18 22:45,3.337
f1,2023-7-18 23:00,4.3135
f1,2023-7-18 23:15,5.226
f1,2023-7-18 23:30,4.612
f1,2023-7-18 23:45,5.0306
